seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr2,110858312,110858812,501,*,B_Cells,-0.526850482,1968938,chr2,112827751,112830250,2500,*,CD14_Mono,IL1B,protein_coding,FALSE,1.278074166
chr20,62838010,62838510,501,*,B_Cells,-0.425532466,21266,chr20,62814244,62816743,2500,*,B_intermediate,COL9A3,protein_coding,FALSE,-0.1316868
chr11,114185400,114185900,501,*,B_Cells,0.630752273,125307,chr11,114057593,114060092,2500,*,gdT,ZBTB16,protein_coding,FALSE,-0.245093332
chr20,35539693,35540193,501,*,B_Cells,-0.52089247,0,chr20,35540021,35542520,2500,*,CD4_CTL,ERGIC3,protein_coding,FALSE,0.144881229
chr21,43352590,43353090,501,*,B_Cells,-0.270851996,259134,chr21,43090956,43093455,2500,*,CD14_Mono,U2AF1,LRG_gene,FALSE,0.164368761
chr9,131627942,131628442,501,*,B_Cells,-0.4720173,50672,chr9,131574770,131577269,2500,*,CD16_Mono,RAPGEF1,protein_coding,FALSE,0.221624932
chr5,180975283,180975783,501,*,B_Cells,0.531072439,190001,chr5,180782782,180785281,2500,*,CD14_Mono,MGAT1,protein_coding,FALSE,-0.165366986
chr5,22852737,22853237,501,*,B_Cells,0.736792495,9499112,chr5,32352350,32354849,2500,*,NK_CD56bright,ZFR,protein_coding,FALSE,0.137716363
chr6,32664678,32665178,501,*,B_Cells,-0.498667515,154654,chr6,32819833,32822332,2500,*,CD4_CTL,TAP2,protein_coding,FALSE,0.16283924
chr19,1133494,1133994,501,*,B_Cells,-0.381718752,112558,chr19,1246553,1249052,2500,*,CD14_Mono,MIDN,protein_coding,FALSE,-0.185020708
chr5,147782494,147782994,501,*,B_Cells,0.597832739,1040250,chr5,148823245,148825744,2500,*,MAIT,ADRB2,protein_coding,FALSE,-0.151130052
chr19,56477229,56477729,501,*,B_Cells,0.59660008,1076984,chr19,55397745,55400244,2500,*,CD14_Mono,UBE2S,protein_coding,FALSE,-0.254395231
chr7,43669314,43669814,501,*,B_Cells,-0.483804232,86056,chr7,43580758,43583257,2500,*,Treg,STK17A,protein_coding,FALSE,-0.171190696
chr19,56507509,56508009,501,*,B_Cells,0.374430496,1107264,chr19,55397745,55400244,2500,*,CD14_Mono,UBE2S,protein_coding,FALSE,-0.254395231
chr21,29076658,29077158,501,*,B_Cells,0.369848401,51529,chr21,29022629,29025128,2500,*,CD4_CTL,USP16,protein_coding,FALSE,-0.133629628
chr10,123241289,123241789,501,*,B_Cells,-0.405363102,1153513,chr10,124395303,124397802,2500,*,gdT,OAT,protein_coding,FALSE,-0.185812615
chr11,61891895,61892395,501,*,B_Cells,0.311149662,55425,chr11,61947821,61950320,2500,*,cDC2,BEST1,protein_coding,FALSE,-0.368928388
chr12,92034975,92035475,501,*,B_Cells,0.5089615,102802,chr12,92138278,92140777,2500,*,CD8_TCM,BTG1,protein_coding,FALSE,-0.157183631
chr17,75242284,75242784,501,*,B_Cells,-0.327575548,21443,chr17,75264228,75266727,2500,*,CD4_CTL,MIF4GD,protein_coding,FALSE,0.149926518
chr8,83317834,83318334,501,*,B_Cells,0.574883691,2349524,chr8,80965810,80968309,2500,*,CD4_Naive,PAG1,protein_coding,FALSE,-0.152232586
chr8,143545682,143546182,501,*,B_Cells,-0.384750871,268161,chr8,143814344,143816843,2500,*,CD4_CTL,PUF60,protein_coding,FALSE,0.151378342
chr17,3558450,3558950,501,*,B_Cells,-0.280868732,111248,chr17,3670199,3672698,2500,*,B_naive,P2RX5,protein_coding,FALSE,0.190442506
chr19,17079978,17080478,501,*,B_Cells,-0.379137474,210130,chr19,17290609,17293108,2500,*,CD16_Mono,MRPL34,protein_coding,FALSE,-0.130578339
chr19,16325904,16326404,501,*,B_Cells,-0.46801479,587,chr19,16322817,16325316,2500,*,CD4_CTL,KLF2,protein_coding,FALSE,0.432626004
chr1,17536249,17536749,501,*,B_Cells,-0.331596845,517027,chr1,17016722,17019221,2500,*,CD14_Mono,SDHB,protein_coding,FALSE,-0.126508345
chr11,63566409,63566909,501,*,B_Cells,0.551660484,661368,chr11,64228278,64230777,2500,*,NK_CD56bright,DNAJC4,protein_coding,FALSE,0.19018835
chr19,1082000,1082500,501,*,B_Cells,-0.274945663,71852,chr19,1007648,1010147,2500,*,CD4_CTL,TMEM259,protein_coding,FALSE,-0.146697084
chr17,17663234,17663734,501,*,B_Cells,-0.457536693,620189,chr17,17040545,17043044,2500,*,cDC2,MPRIP,protein_coding,FALSE,-0.150023826
chr1,120844053,120844553,501,*,B_Cells,0.66194918,119630,chr1,120721923,120724422,2500,*,CD14_Mono,NBPF26,protein_coding,FALSE,0.150064671
chr6,88616341,88616841,501,*,B_Cells,0.653471409,461909,chr6,89078751,89081250,2500,*,CD8_TCM,PNRC1,protein_coding,FALSE,-0.136979031
chr2,105776219,105776719,501,*,B_Cells,0.347773937,2669841,chr2,108446561,108449060,2500,*,Treg,GCC2,protein_coding,FALSE,0.161042718
chr11,48001535,48002035,501,*,B_Cells,-0.296408296,383720,chr11,47615315,47617814,2500,*,CD16_Mono,MTCH2,protein_coding,FALSE,-0.13032547
chr3,114428171,114428671,501,*,B_Cells,-0.303819333,150758,chr3,114274913,114277412,2500,*,gdT,TIGIT,protein_coding,FALSE,0.332638692
chr1,205668991,205669491,501,*,B_Cells,0.579384825,41327,chr1,205710819,205713318,2500,*,B_naive,NUCKS1,protein_coding,FALSE,-0.133229814
chr17,32503512,32504012,501,*,B_Cells,0.361083473,1199246,chr17,31301766,31304265,2500,*,CD4_Naive,EVI2B,protein_coding,FALSE,0.149342607
chr9,127911182,127911682,501,*,B_Cells,-0.371611323,154518,chr9,128066201,128068700,2500,*,CD16_Mono,SLC25A25,protein_coding,FALSE,0.219295706
chr14,95456930,95457430,501,*,B_Cells,-0.33752287,250536,chr14,95707967,95710466,2500,*,B_intermediate,TCL1A,protein_coding,FALSE,-0.40553822
chr8,104329770,104330270,501,*,B_Cells,0.608849611,1464970,chr8,102862300,102864799,2500,*,CD14_Mono,AZIN1-AS1,antisense,FALSE,0.360144635
chr8,106270002,106270502,501,*,B_Cells,0.434792397,1928713,chr8,108199216,108201715,2500,*,CD4_CTL,EIF3E,protein_coding,FALSE,0.143674497
chr3,19146916,19147416,501,*,B_Cells,0.350085086,2343765,chr3,16800651,16803150,2500,*,NK_CD56bright,PLCL2,protein_coding,FALSE,0.240857012
chr4,90127148,90127648,501,*,B_Cells,0.338841001,7036600,chr4,83088048,83090547,2500,*,B_intermediate,PLAC8,protein_coding,FALSE,0.142923747
chr16,89060152,89060652,501,*,B_Cells,-0.379721794,204974,chr16,89265627,89268126,2500,*,CD8_TEM,ANKRD11,protein_coding,FALSE,-0.202738269
chr7,22662041,22662541,501,*,B_Cells,0.440923371,148086,chr7,22810628,22813127,2500,*,NK_CD56bright,TOMM7,protein_coding,FALSE,-0.140780569
chr8,128267542,128268042,501,*,B_Cells,0.370227213,531608,chr8,127733434,127735933,2500,*,CD4_Naive,MYC,protein_coding,FALSE,0.126291425
chr12,116861305,116861805,501,*,B_Cells,-0.419776878,150620,chr12,116708185,116710684,2500,*,B_intermediate,C12orf49,protein_coding,FALSE,-0.166909003
chrX,1661408,1661908,501,*,B_Cells,-0.151602119,198336,chrX,1460572,1463071,2500,*,gdT,P2RY8,protein_coding,FALSE,-0.290870669
chr19,34499984,34500484,501,*,B_Cells,-0.369710842,140004,chr19,34357480,34359979,2500,*,CD4_CTL,GPI,protein_coding,FALSE,0.188226651
chr12,110718223,110718723,501,*,B_Cells,-0.342867204,0,chr12,110717680,110720179,2500,*,CD16_Mono,PPP1CC,protein_coding,FALSE,-0.173153818
chr16,89201569,89202069,501,*,B_Cells,0.519245861,63557,chr16,89265627,89268126,2500,*,CD8_TEM,ANKRD11,protein_coding,FALSE,-0.202738269
chr12,24998047,24998547,501,*,B_Cells,-0.307144317,3362205,chr12,21633342,21635841,2500,*,CD4_CTL,LDHB,protein_coding,FALSE,0.170306346
chr13,22114629,22115129,501,*,B_Cells,0.310125572,2155459,chr13,19956670,19959169,2500,*,CD4_Naive,ZMYM2,protein_coding,FALSE,-0.13416533
chr19,53867378,53867878,501,*,B_Cells,0.202159257,655,chr19,53864223,53866722,2500,*,CD4_CTL,MYADM,protein_coding,FALSE,0.334274606
chr19,56477892,56478392,501,*,B_Cells,0.515944741,1077647,chr19,55397745,55400244,2500,*,CD14_Mono,UBE2S,protein_coding,FALSE,-0.254395231
chr1,236066773,236067273,501,*,B_Cells,0.406898097,405232,chr1,235659041,235661540,2500,*,MAIT,LYST,protein_coding,FALSE,-0.16049934799999999
chr1,236156502,236157002,501,*,B_Cells,-0.324821534,494961,chr1,235659041,235661540,2500,*,MAIT,LYST,protein_coding,FALSE,-0.16049934799999999
chr21,44065411,44065911,501,*,B_Cells,-0.3605802,291246,chr21,43771665,43774164,2500,*,B_intermediate,CSTB,LRG_gene,FALSE,0.196880373
chr9,37529087,37529587,501,*,B_Cells,-0.298742098,1337731,chr9,36188856,36191355,2500,*,CD14_Mono,CLTA,protein_coding,FALSE,-0.150095715
chr12,52025597,52026097,501,*,B_Cells,-0.258047789,2265,chr12,52020832,52023331,2500,*,CD16_Mono,NR4A1,protein_coding,FALSE,0.163224837
chr17,59837547,59838047,501,*,B_Cells,-0.228312953,129855,chr17,59705192,59707691,2500,*,CD14_Mono,VMP1,protein_coding,FALSE,0.146066438
chr11,114059151,114059651,501,*,B_Cells,0.55867525,0,chr11,114057593,114060092,2500,*,CD16_Mono,ZBTB16,protein_coding,FALSE,0.215287887
chr2,43131035,43131535,501,*,B_Cells,0.355355019,88866,chr2,43220402,43222901,2500,*,CD16_Mono,ZFP36L2,protein_coding,FALSE,0.139532311
chr12,1661794,1662294,501,*,B_Cells,-0.241700326,4664462,chr12,6326757,6329256,2500,*,CD14_Mono,TNFRSF1A,protein_coding,FALSE,-0.161942636
chr4,10151094,10151594,501,*,B_Cells,0.561332747,3415143,chr4,13566738,13569237,2500,*,CD4_CTL,BOD1L1,protein_coding,FALSE,-0.140263981
chr5,124952067,124952567,501,*,B_Cells,-0.386536846,2176571,chr5,122772996,122775495,2500,*,CD14_Mono,SNX2,protein_coding,FALSE,-0.172630235
chr7,150974532,150975032,501,*,B_Cells,-0.227618619,173629,chr7,150798403,150800902,2500,*,CD14_Mono,TMEM176A,protein_coding,FALSE,0.345548121
chr15,70196621,70197121,501,*,B_Cells,-0.232118195,2141942,chr15,68052179,68054678,2500,*,CD14_Mono,PIAS1,protein_coding,FALSE,-0.151954109
chr6,40148825,40149325,501,*,B_Cells,0.475405655,1783607,chr6,41932933,41935432,2500,*,CD8_TEM,CCND3,protein_coding,FALSE,0.174248476
chr5,179559451,179559951,501,*,B_Cells,0.341824756,52226,chr5,179612178,179614677,2500,*,CD4_CTL,HNRNPH1,protein_coding,FALSE,-0.174969912
chr19,48876261,48876761,501,*,B_Cells,-0.346101193,3369,chr19,48870392,48872891,2500,*,MAIT,PPP1R15A,protein_coding,FALSE,0.133618093
chr3,151276574,151277074,501,*,B_Cells,0.372738281,534947,chr3,150739127,150741626,2500,*,CD16_Mono,SIAH2,protein_coding,FALSE,0.125917938
chr1,15949531,15950031,501,*,B_Cells,-0.221023556,539136,chr1,15407895,15410394,2500,*,B_intermediate,EFHD2,protein_coding,FALSE,0.127080352
chr2,105802560,105803060,501,*,B_Cells,0.351629709,2643500,chr2,108446561,108449060,2500,*,Treg,GCC2,protein_coding,FALSE,0.161042718
chr6,37502573,37503073,501,*,B_Cells,0.334878528,331870,chr6,37168203,37170702,2500,*,CD8_TEM,PIM1,protein_coding,FALSE,0.25194688
chr10,72331896,72332396,501,*,B_Cells,0.268467123,57476,chr10,72271920,72274419,2500,*,cDC2,DDIT4,protein_coding,FALSE,0.519447675
chr19,2227424,2227924,501,*,B_Cells,-0.271782632,159,chr19,2228084,2230583,2500,*,CD4_CTL,PLEKHJ1,protein_coding,FALSE,0.13582484
chr8,125434511,125435011,501,*,B_Cells,-0.259045597,485296,chr8,125920308,125922807,2500,*,Treg,LINC00861,lincRNA,FALSE,0.15445881
chr16,56971158,56971658,501,*,B_Cells,0.45238308,15826,chr16,56987485,56989984,2500,*,CD4_TEM,NLRC5,protein_coding,FALSE,-0.134808393
chr2,223835859,223836359,501,*,B_Cells,-0.172587166,926730,chr2,224763090,224765589,2500,*,CD4_Naive,DOCK10,protein_coding,FALSE,-0.187522436
chr19,17337216,17337716,501,*,B_Cells,-0.14627474,44107,chr19,17290609,17293108,2500,*,CD14_Mono,MRPL34,protein_coding,FALSE,-0.133840391
chr19,44654294,44654794,501,*,B_Cells,0.343680579,90910,chr19,44745705,44748204,2500,*,CD8_TEM,BCL3,protein_coding,FALSE,0.13858335
chr8,119638744,119639244,501,*,B_Cells,-0.255131689,2996114,chr8,116640130,116642629,2500,*,Treg,EIF3H,protein_coding,FALSE,0.136182795
chr9,95494398,95494898,501,*,B_Cells,-0.328744278,890765,chr9,94601133,94603632,2500,*,CD16_Mono,FBP1,protein_coding,FALSE,-0.177034773
chr18,55069461,55069961,501,*,B_Cells,-0.385668887,150236,chr18,55220198,55222697,2500,*,B_naive,TCF4,protein_coding,FALSE,-0.179119006
chr1,194289454,194289954,501,*,B_Cells,0.274811761,1479915,chr1,192807039,192809538,2500,*,CD14_Mono,RGS2,protein_coding,FALSE,-0.479532863
chr10,96789459,96789959,501,*,B_Cells,0.434838751,540537,chr10,97330497,97332996,2500,*,CD14_Mono,FRAT2,protein_coding,FALSE,-0.211927258
chr4,86359878,86360378,501,*,B_Cells,0.322649735,3269330,chr4,83088048,83090547,2500,*,B_intermediate,PLAC8,protein_coding,FALSE,0.142923747
chr4,40515303,40515803,501,*,B_Cells,-0.240427306,691940,chr4,39820863,39823362,2500,*,CD4_CTL,PDS5A,protein_coding,FALSE,-0.185582684
chr6,137708076,137708576,501,*,B_Cells,0.43901717,156611,chr6,137865188,137867687,2500,*,CD8_TEM,TNFAIP3,protein_coding,FALSE,0.132677755
chr10,101843710,101844210,501,*,B_Cells,0.451306757,232546,chr10,101608664,101611163,2500,*,CD4_CTL,FBXW4,protein_coding,FALSE,-0.145655698
chr6,166540917,166541417,501,*,B_Cells,-0.375729678,220689,chr6,166317728,166320227,2500,*,gdT,SFT2D1,protein_coding,FALSE,0.169980923
chr2,191245153,191245653,501,*,B_Cells,0.510126911,215077,chr2,191027576,191030075,2500,*,CD4_CTL,STAT4,protein_coding,FALSE,-0.220033499
chr4,3484441,3484941,501,*,B_Cells,0.500218577,780759,chr4,4265701,4268200,2500,*,CD8_TCM,LYAR,protein_coding,FALSE,-0.346668565
chr2,240621447,240621947,501,*,B_Cells,0.478404693,357567,chr2,240979515,240982014,2500,*,CD16_Mono,AC104809.2,antisense,FALSE,0.140499614
chr3,52779476,52779976,501,*,B_Cells,0.364103284,244963,chr3,52532013,52534512,2500,*,CD14_Mono,SMIM4,protein_coding,FALSE,0.142582106
chr8,144209595,144210095,501,*,B_Cells,0.473461015,219037,chr8,143988058,143990557,2500,*,CD14_Mono,GRINA,protein_coding,FALSE,0.231379175
chr12,130870793,130871293,501,*,B_Cells,-0.271409411,0,chr12,130869879,130872378,2500,*,CD4_Naive,RAN,protein_coding,FALSE,0.127395303
chr1,8643465,8643965,501,*,B_Cells,0.529898653,688674,chr1,7952291,7954790,2500,*,CD4_CTL,PARK7,protein_coding,FALSE,0.16889742
chr11,68813799,68814299,501,*,B_Cells,0.482014337,1306802,chr11,67504497,67506996,2500,*,CD8_TCM,CDK2AP2,protein_coding,FALSE,0.156805461
chr3,3799154,3799654,501,*,B_Cells,-0.313772605,1177461,chr3,4977116,4979615,2500,*,CD4_TEM,BHLHE40,protein_coding,FALSE,0.276455809
chr4,39125118,39125618,501,*,B_Cells,-0.271749477,460422,chr4,38662196,38664695,2500,*,gdT,KLF3,protein_coding,FALSE,-0.217375283
chr12,123075756,123076256,501,*,B_Cells,-0.326176125,332426,chr12,123408683,123411182,2500,*,CD14_Mono,RILPL2,protein_coding,FALSE,0.170322626
chr1,16540517,16541017,501,*,B_Cells,-0.323469596,475704,chr1,17016722,17019221,2500,*,CD14_Mono,SDHB,LRG_gene,FALSE,-0.126508345
chr6,33668855,33669355,501,*,B_Cells,-0.283778519,368661,chr6,33297694,33300193,2500,*,CD4_CTL,TAPBP,LRG_gene,FALSE,0.169865108
chr10,132335333,132335833,501,*,B_Cells,0.433733988,1056260,chr10,133392094,133394593,2500,*,gdT,MTG1,protein_coding,FALSE,0.176984506
chr3,18445343,18445843,501,*,B_Cells,0.301478273,1642192,chr3,16800651,16803150,2500,*,NK_CD56bright,PLCL2,protein_coding,FALSE,0.240857012
chr8,109574637,109575137,501,*,B_Cells,0.470901226,239813,chr8,109332324,109334823,2500,*,CD16_Mono,ENY2,protein_coding,FALSE,-0.131991925
chr19,40687414,40687914,501,*,B_Cells,-0.20426281,60722,chr19,40748637,40751136,2500,*,CD4_CTL,SNRPA,protein_coding,FALSE,0.135613735
chr3,31227100,31227600,501,*,B_Cells,0.258766585,1721973,chr3,32949574,32952073,2500,*,CD8_TCM,CCR4,protein_coding,FALSE,0.152903777
chr13,112873177,112873677,501,*,B_Cells,0.37037111,421563,chr13,113295241,113297740,2500,*,CD4_CTL,LAMP1,protein_coding,FALSE,0.283416589
chr3,193971219,193971719,501,*,B_Cells,0.411926893,2053463,chr3,196025183,196027682,2500,*,Treg,TFRC,protein_coding,FALSE,-0.285977536
chr4,123599866,123600366,501,*,B_Cells,0.44801438,1447033,chr4,122150333,122152832,2500,*,CD8_Naive,KIAA1109,protein_coding,FALSE,-0.228188088
chr3,129017043,129017543,501,*,B_Cells,-0.209607074,149940,chr3,129167484,129169983,2500,*,CD4_CTL,CNBP,protein_coding,FALSE,0.159230512
chr19,58059037,58059537,501,*,B_Cells,0.472242886,283640,chr19,58343178,58345677,2500,*,CD14_Mono,A1BG,protein_coding,FALSE,0.156204691
chr16,15907992,15908492,501,*,B_Cells,-0.294446258,932901,chr16,14972591,14975090,2500,*,CD4_CTL,PDXDC1,protein_coding,FALSE,-0.128663981
chr6,52497597,52498097,501,*,B_Cells,-0.192984399,767300,chr6,53265398,53267897,2500,*,NK_CD56bright,ELOVL5,protein_coding,FALSE,0.152567105
chr10,63554659,63555159,501,*,B_Cells,0.548722886,420912,chr10,63131247,63133746,2500,*,Treg,NRBF2,protein_coding,FALSE,-0.209728342
chr7,38358894,38359394,501,*,B_Cells,0.570828358,1469,chr7,38360864,38363363,2500,*,MAIT,TRGV2,TR_V_gene,FALSE,-0.541509053
chr2,213232991,213233491,501,*,B_Cells,0.373933876,2871972,chr2,216105464,216107963,2500,*,CD14_Mono,XRCC5,protein_coding,FALSE,-0.173425533
chr3,34200533,34201033,501,*,B_Cells,0.406627136,1248459,chr3,32949574,32952073,2500,*,CD8_TCM,CCR4,protein_coding,FALSE,0.152903777
chr10,119268804,119269304,501,*,B_Cells,0.220596245,228523,chr10,119497828,119500327,2500,*,Treg,RGS10,protein_coding,FALSE,0.165818397
chr3,112132987,112133487,501,*,B_Cells,0.409467972,397021,chr3,112530509,112533008,2500,*,CD16_Mono,ATG3,protein_coding,FALSE,-0.15000253
chr2,109194263,109194763,501,*,B_Cells,0.494867289,745202,chr2,108446561,108449060,2500,*,Treg,GCC2,protein_coding,FALSE,0.161042718
chr17,41308311,41308811,501,*,B_Cells,0.285718899,378073,chr17,41686885,41689384,2500,*,cDC2,EIF1,protein_coding,FALSE,-0.273158632
chr17,48111539,48112039,501,*,B_Cells,0.355651455,19400,chr17,48131440,48133939,2500,*,B_intermediate,SKAP1,protein_coding,FALSE,-0.185567955
chr3,4503078,4503578,501,*,B_Cells,0.345962462,473537,chr3,4977116,4979615,2500,*,CD4_TEM,BHLHE40,protein_coding,FALSE,0.276455809
chr19,37251534,37252034,501,*,B_Cells,0.509234877,990000,chr19,38242035,38244534,2500,*,B_intermediate,SPINT2,protein_coding,FALSE,-0.179742492
chr2,200456082,200456582,501,*,B_Cells,0.480364744,394426,chr2,200851009,200853508,2500,*,cDC2,CLK1,protein_coding,FALSE,-0.371382992
chr6,26234736,26235236,501,*,B_Cells,-0.231158943,0,chr6,26232268,26234767,2500,*,CD8_Naive,HIST1H1D,protein_coding,FALSE,-0.19598436
chr8,19696282,19696782,501,*,B_Cells,0.388246057,498584,chr8,20195367,20197866,2500,*,CD14_Mono,ATP6V1B2,protein_coding,FALSE,-0.225004046
chr19,43782543,43783043,501,*,B_Cells,-0.26824591,135948,chr19,43644095,43646594,2500,*,cDC2,PLAUR,protein_coding,FALSE,-0.474854274
chr8,19013508,19014008,501,*,B_Cells,0.39588042,1090168,chr8,17920840,17923339,2500,*,CD8_TEM,PCM1,protein_coding,FALSE,-0.147829507
chr4,100106938,100107438,501,*,B_Cells,0.373444711,158352,chr4,99946086,99948585,2500,*,CD14_Mono,H2AFZ,protein_coding,FALSE,-0.165457365
chr4,3302355,3302855,501,*,B_Cells,0.465531239,962845,chr4,4265701,4268200,2500,*,CD8_TCM,LYAR,protein_coding,FALSE,-0.346668565
chr7,23595011,23595511,501,*,B_Cells,0.575177864,89731,chr7,23502780,23505279,2500,*,CD14_Mono,TRA2A,protein_coding,FALSE,0.133011288
chr5,40033313,40033813,501,*,B_Cells,0.263597496,643684,chr5,40677498,40679997,2500,*,CD16_Mono,PTGER4,protein_coding,FALSE,0.170559234
chr6,26056222,26056722,501,*,B_Cells,-0.172470214,0,chr6,26053787,26056286,2500,*,CD14_Mono,HIST1H1C,protein_coding,FALSE,0.133574046
chr6,169959045,169959545,501,*,B_Cells,0.348670223,329157,chr6,170288703,170291202,2500,*,CD4_CTL,FAM120B,protein_coding,FALSE,-0.130602333
chr7,17298237,17298737,501,*,B_Cells,0.304383988,0,chr7,17296622,17299121,2500,*,CD14_Mono,AHR,protein_coding,FALSE,0.183041664
chr20,49668506,49669006,501,*,B_Cells,-0.301494721,35061,chr20,49630945,49633444,2500,*,CD14_Mono,B4GALT5,protein_coding,FALSE,0.166445751
chr22,22110894,22111394,501,*,B_Cells,0.259249546,645305,chr22,22756700,22759199,2500,*,gdT,IGLV2-14,IG_V_gene,FALSE,-0.47443033
chr2,68726939,68727439,501,*,B_Cells,0.367117723,361266,chr2,68363173,68365672,2500,*,CD16_Mono,PLEK,protein_coding,FALSE,0.175669266
chr2,16713011,16713511,501,*,B_Cells,-0.269363852,948300,chr2,17661812,17664311,2500,*,cDC2,SMC6,protein_coding,FALSE,-0.172627781
chr7,3597159,3597659,501,*,B_Cells,0.276882732,690518,chr7,2904141,2906640,2500,*,CD8_TEM,CARD11,protein_coding,FALSE,-0.148898945
chr6,16420716,16421216,501,*,B_Cells,-0.19989475,291091,chr6,16127125,16129624,2500,*,CD4_CTL,MYLIP,protein_coding,FALSE,-0.144476711
chr22,49925433,49925933,501,*,B_Cells,0.329203188,32579,chr22,49958513,49961012,2500,*,B_memory,PIM3,protein_coding,FALSE,0.27173219
chr5,14212163,14212663,501,*,B_Cells,0.520280077,3857960,chr5,10351703,10354202,2500,*,CD4_Naive,MARCH6,protein_coding,FALSE,-0.182092677
chr1,155529828,155530328,501,*,B_Cells,0.447799108,194060,chr1,155333268,155335767,2500,*,CD4_CTL,ASH1L,protein_coding,FALSE,-0.132135897
chr2,235044041,235044541,501,*,B_Cells,0.524222545,550500,chr2,234491041,234493540,2500,*,CD4_TEM,ARL4C,protein_coding,FALSE,0.140113107
chr6,139133200,139133700,501,*,B_Cells,-0.18363987,0,chr6,139133112,139135611,2500,*,CD4_CTL,HECA,protein_coding,FALSE,-0.136255132
chr17,75244470,75244970,501,*,B_Cells,-0.274634377,19257,chr17,75264228,75266727,2500,*,CD4_CTL,MIF4GD,protein_coding,FALSE,0.149926518
chr19,48325144,48325644,501,*,B_Cells,-0.157061978,3135,chr19,48319509,48322008,2500,*,CD4_CTL,EMP3,protein_coding,FALSE,-0.137521954
chr19,50896577,50897077,501,*,B_Cells,-0.20321958,472528,chr19,51369606,51372105,2500,*,CD14_Mono,NKG7,protein_coding,FALSE,0.13150254
chr11,35083363,35083863,501,*,B_Cells,0.272974078,53006,chr11,35136870,35139369,2500,*,CD4_CTL,CD44,protein_coding,FALSE,0.130335557
chr19,16325131,16325631,501,*,B_Cells,-0.326013401,0,chr19,16322817,16325316,2500,*,B_intermediate,KLF2,protein_coding,FALSE,-0.223021891
chr1,4027447,4027947,501,*,B_Cells,0.357606778,1635172,chr1,2389775,2392274,2500,*,CD14_Mono,RER1,protein_coding,FALSE,-0.133915823
chr10,36534544,36535044,501,*,B_Cells,0.357914812,1287019,chr10,35245025,35247524,2500,*,CD16_Mono,CCNY,protein_coding,FALSE,0.12560482
chr3,8357136,8357636,501,*,B_Cells,-0.220414156,1432858,chr3,9790495,9792994,2500,*,CD4_CTL,ARPC4,protein_coding,FALSE,0.137011886
chr19,6528014,6528514,501,*,B_Cells,-0.187540324,155081,chr19,6370433,6372932,2500,*,Treg,ALKBH7,protein_coding,FALSE,0.151901624
chr1,159077205,159077705,501,*,B_Cells,-0.236844945,76737,chr1,158997968,159000467,2500,*,CD16_Mono,IFI16,protein_coding,FALSE,-0.195587749
